ID	phenotype
person_1	-0.13971105365964587
person_2	-0.14776466838085153
person_3	0.13288387593441486
person_4	-0.6999747649687857
person_5	0.44811416878208576
person_6	0.9510372452586309
person_7	-2.0415729130690043
person_8	0.182963762517073
person_9	-1.0818830408219362
person_10	-0.5836844806817599
person_11	-0.7945914882123064
person_12	-0.3633289547755998
person_13	0.8080694639819911
person_14	-0.4434845582757921
person_15	0.33474663884338846
person_16	1.4736804910256984
person_17	-0.32876737636290226
person_18	1.0795851473310207
person_19	0.33108450713171367
person_20	-0.11983496078370086
person_21	-0.053657801283341876
person_22	-1.140263984263895
person_23	-0.5201315201214661
person_24	-0.05980029267699303
person_25	-1.7096126192253642
person_26	-0.010845565931404838
person_27	0.2072107572853259
person_28	0.8661858839636593
person_29	0.11794011586496778
person_30	-0.7433302585863849
person_31	0.12190507143133864
person_32	1.0333878006150437
person_33	-0.9292372457435711
person_34	-1.435718819373713
person_35	0.5342096481927574
person_36	-0.04435764034971696
person_37	0.8894974147282669
person_38	0.25075399295596873
person_39	-1.026799644669761
person_40	0.07791853761293939
person_41	0.17166781188548363
person_42	-0.2952580416413599
person_43	0.32454288927378616
person_44	0.3299098138248321
person_45	0.4254415178030339
person_46	-1.6710942850418817
person_47	0.11263429536054156
person_48	-0.473563574849902
person_49	-1.4357895590169907
person_50	-0.6940458097135553
person_51	-0.8888544876569806
person_52	-1.1558887874414405
person_53	-0.5862987961732726
person_54	1.7724164579562487
person_55	1.2354057278601487
person_56	-0.9641535153582406
person_57	0.062275483757730614
person_58	0.2243304258693788
person_59	0.5769902233378391
person_60	-0.15196883128418354
person_61	-0.3798078664335849
person_62	0.8588534287702632
person_63	2.2278696196385495
person_64	0.76654966253018
person_65	-1.0771763141977593
person_66	-0.714908513063713
person_67	-1.4465941206161461
person_68	-0.18855102599589688
person_69	0.11178521900557807
person_70	-0.675039142927115
person_71	-0.20818340816437483
person_72	-0.9932574234023187
person_73	0.48052691799202446
person_74	0.6380765502627959
person_75	1.241302502630418
person_76	-0.5782544259860882
person_77	0.5423773185105332
person_78	-0.9882489591423037
person_79	-0.9347290800476394
person_80	1.1551577732289897
person_81	-1.4128818195399873
person_82	0.0985241907548792
person_83	-0.694168898740042
person_84	0.7228453286386789
person_85	0.3418728635639441
person_86	-1.6199601074166654
person_87	0.6689871110108411
person_88	-0.2085969472320815
person_89	0.7951998973921321
person_90	-2.5838669608084435
person_91	0.5392445681464111
person_92	0.6963457681379771
person_93	0.4236898399406196
person_94	0.0927729570850369
person_95	0.7706107089860394
person_96	0.7555642834101649
person_97	0.6563361105587314
person_98	-1.404930483418169
person_99	-1.0301370941643964
person_100	-0.8069717940170372
person_101	0.4964298295123456
person_102	0.6893202166812893
person_103	-0.4095350810406003
person_104	0.1175807763525775
person_105	1.6990100368520193
person_106	0.274676068696779
person_107	-1.7878978408972621
person_108	-0.14757803445172876
person_109	0.6064963157689398
person_110	0.2641256690957386
person_111	2.0957155073989084
person_112	0.3391652711890825
person_113	1.6450638416738574
person_114	1.8915984437656657
person_115	-2.193669350282904
person_116	1.5342333533344203
person_117	0.6782007641318502
person_118	0.7963269648476102
person_119	-0.18892602142517992
person_120	0.26297173772275334
person_121	0.41242578614393616
person_122	0.965836646828048
person_123	2.1021119853207972
person_124	-2.21035154114742
person_125	-1.105984678557016
person_126	0.5337566912655394
person_127	-0.34731358147869307
person_128	-1.6224389469294063
person_129	-1.0625905064156214
